Proposal,Decision,Ward,View
"Diwygiadau ansylweddol i ganiatâd cynllunio rhif C19/1065/23/LL ar sail codi uchder y tŷ, newidiadau i'r ffenestri ac i'r gwaith cerrig ynghyd ac ail-leoli'r modurdy. 
Non-material amendments to planning permission C19/1065/23/LL on grounds of increase height of dwelling, amendments to the fenestration and stone work together with re-locating the garage.",Approved with Conditions,Llanrug,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31875
Newidiadau ac estyniadau/Alterations and extensions.,Approved with Conditions,Llanberis,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31865
"Estyniad deulawr cefn gan gynnwys balconi

Two storey rear extension including balcony",Approved with Conditions,Llanbedrog,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31872
"Cais am ddiwygiad ansylweddol i gynlluniau a gymeradwywyd trwy ganiatâd cynllunio C20/0100/30/DT ar gyfer gosod to llechi yn lle to fflat i'r cefn a ffenestri gromen i'r to er mwyn caniatáu lledu'r ffenestri cromen.
Application for a non-material amendment to plans approved by planning permission C20 / 0100/30 / DT to install a slate roof instead of flat roof at the back and dormer windows to the roof to allow for wider dormer windows.",Approved with Conditions,Aberdaron,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31871
Cais er mwyn codi ardal decin uwchlaw gardd cefn /  Erection of raised decking area in rear garden.,Refused,Y Felinheli,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31864
Gosod render calch ar 3 ochr o'r adeilad / Apply a lime render to 3 elevations of building ,Approved with Conditions,Dolbenmaen,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31863
Cais ar gyfer torri a gwneud gwaith i goed sy'n destun Gorchymyn Gwarchod Coed (Cyfeirnod 3/TPO/A31) a choed oddi fewn i Ardal Gadwraeth Bangor / Application for works and felling of trees that are subject to a Tree Preservation Order (Reference 3/TPO/A31) and trees within the Bangor Conservation Area,Refused,Menai (Bangor),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31858
"Cyfnewid mast 15m presennol am fast 15m newydd i gynnwys 6 antena, 1 lloeren drosglwyddo ac offer cysylltiedig, ynghyd â mast dros dro yn ystod y gwaith adeiladu. 
Replacement of existing 15m mast with new 15m mast to support 6no. antennas, 1no. 0.6m transmission dish and ancillary development, including development of temporary mast for the duration of construction.",Approved with Conditions,Abersoch,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31862
Adeiladu sied i storio offer cynnal a chadw y maes carafanau  Construction of shed to store maintenance equipment for the  caravan park ,Approved with Conditions,Aberdaron,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31860
Newid amod 2 o ganiatâd rhif C21/0249/16/DT er mwyn ymestyn yr estyniad ymhellach/Amend condition 2 of planning permission C21/0249/16/DT so as to extend the extension further. ,Approved with Conditions,Tregarth & Mynydd Llandygai,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31861
"Cais ar gyfer gosod cwt bugail, yurt a gwaith cysylltiedig ar dir amaethyddol ynghyd a trosi adeilad amaethyddol ar gyfer darparu toiledau, cawodydd a storfa / Application for the provision of sheperds hut, yurt and associated works on agricultural land together with conversion of agricultural building to provide toilet, showers and storage",,Penisarwaun,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31859
"Newid defnydd tir i leoli 9 carafan deithiol dymhorol, gwelliannau i fynedfa, tirlunio a gwaith cysylltiedig. 
Change of use of land to site 9 seasonal touring caravans, improvements to access, landscaping and associated works. ",Refused,Morfa Nefyn,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31867
Mynedfa newydd er mwyn cynorthwyo i reoli'r goedlan presennol ynghyd a man caled cysylltiedig/ Proposed new access to assist in the management of the existing woodland together with associated hardstanding,Approved with Conditions,Pentir,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31857
Cais am estyniad un llawr i greu anecs gefn y ty annedd/ Single storey extension to rear of dwelling to create annex.,Approved with Conditions,Llanrug,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31852
Sied amaethyddol ar gyfer cadw offer amaethyddol a marchogaeth/ The erection of an agricultural shed for the storage of machinery and equestrian equipment. ,Approved with Conditions,Bontnewydd,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31851
"Estyniad to fflat unllawr i'r drychiad cefn, mân newidiadau drychiad i agoriadau ffenestri a drysau, ychwanegu toeau gwastad i greu ardaloedd dan do
Single storey flat roof extension to rear elevation, minor elevational changes to window and door openings, addition of flat roofs to create covered areas",Approved with Conditions,Llanbedrog,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31850
Dymchwel y modurdy presennol a chodi estyniad deulawr/Demolition of existing garage and erection of two storey extension.,Approved with Conditions,Tregarth & Mynydd Llandygai,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31855
"Addasu'r llawr gwaelod i fflat 2 lofft  ynghyd ag estyniad un llawr ar y llawr cyntaf.
Conversion of ground floor into a 2 bedroomed apartment together with a single-storey extension on the first floor.",Approved with Conditions,Menai (Bangor),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31849
"Creu gardd newydd a thirlunio drwy creu llwybrau, pond, waliau a giatau ynghyd a chodi porth car i 3 car, codi ty haf o fewn y gardd, gosod tanc LPG  ac ail-godi ac ail-doi ty bach allanol / Create new garden and landscaping through the creation of new paths, pond, walls and gates, together with the erection of a 3 car car port, erect a summer house, install an LPG tank and re-build and re-roof external toilet building. ",Approved with Conditions,Llandderfel,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31854
"Gosod 6 pod gwyliau hunan gynhaliol, lle parcio a llwybrau  ynghyd â thanc septig neu uned trin carthion cysylltiedig
Install 6 self serviced  pods holiday, parking area and footpaths and associated septic tank or private treatement plant ",Refused,Pwllheli (North),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31856
Lleoli 3 pod gwersylla safon uchel ynghyd a gwelliannau i'r fynedfa/ The siting of 3 luxury camping pods and improvements to the access.,Refused,Bethel,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31853
Cais ar gyfer codi 4 ty fforddiadwy / Application for the erection of 4 affordable dwellings,,Llanrug,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31843
Cais ar gyfer codi ty fforddiadwy a chreu mynediad gerbydol newydd / Application for the erection of one affordable dwelling and creation of new vehicular access,Refused,Deiniolen,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31847
"Newid defnydd y gweithdy a'r storfa i fod yn rhan o'r annedd breswyl presennol
Change of use of workshop and store into part of the existing residential dwelling",Approved with Conditions,Gerlan,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31845
Cais ar gyfer dymchwel porth presennol a chodi porth newydd yn ei le / Application to demolish existing porch and erection of a new porch in its place.,Approved with Conditions,Tregarth & Mynydd Llandygai,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31848
Codi gwaith celf mewn ffram bren ar dalcen yr eiddo / The erection of artwork on a wooden frame on the gable end of the property ,Approved with Conditions,Menai (Caernarfon),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31846
"ADDASIADAU A NEWIDIADAU GAN GYNNWYS GOSOD FFENESTRI TO, CLADIN ALLANOL A CHYSGODFAN AR GYFER CEIR YNGHYD A GWAITH TIR YN CYNNWYS CODI WAL GYNNAL AC ARDAL PATIO NEWYDD (CYNLLUNIAU DIWYGIEDIG I'R RHEINI A GYMERADWYDYD DAN GAIS C20/0614/39/DT).
ALTERATIONS AND AMENDMENTS INCLUDING INSTALLATION OF ROOF LIGHTS, EXTERNAL CLADDING AND CAR PORT AND GROUNDWORKS INCLUDING CONSTRUCTION OF RETAINING WALL AND NEW PATIO AREA (REVISED PLANS TO THOSE APPROVED UNDER APPLICATION C20/0614/39/DT).",Approved with Conditions,Abersoch,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31844
Dymchwel y sied a'r modurdy presennol a chodi anecs yn yr ardd gefn ar gyfer defnydd preswyl yr eiddo a adnabyddir fel Gwynfryn/Demolish shed and garage and erect an annexe in rear garden to be used ancillary to the dwelling known as Gwynfryn.,Approved with Conditions,Bethel,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31842
"Estyniad ochr deulawr arfaethedig gan gynnwys addasiadau mewnol i annedd preswyl

Proposed 2 storey side extension including internal alterations of residential dwelling",Approved with Conditions,Abersoch,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31841
Cais ar gyfer codi estyniad deulawr i gefn yr eiddo / Application for the erection of a two storey extension to rear of dwelling,Approved with Conditions,Penisarwaun,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31840
"Gosod paneli ""fibre reinforced plastic"" (FRP) ar ochr mynediad gweithredol y bont / Installation of fibre reinforced plastic (FRP) panels on the operational access path of bridge",Approved with Conditions,Llangelynnin,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31839
"Tocio coeden o dan Orchymyn Gwarchod Coed
Lopping of tree under a Tree Preservation Order",Approved with Conditions,Criccieth,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31835
"Estyniad deulawr ochr a blaen, codi anecs, modurdy a chreu mynedfa newydd 
Two storey side and front extensions, erect annex, garage and new access ",Withdrawn,Tudweiliog,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31837
"CAIS AM DYSTYSGRIF DATBLYGIAD CYFREITHIOL MEWN PERTHYNAS Â GOSOD CARAFAN ARFAETHEDIG O FEWN CWRTIL HALFWAY HOUSE, MYNYTHO, PWLLHELI, GWYNEDD, LL53 7RF
APPLICATION FOR CERTIFICATE OF LAWFUL DEVELOPMENT IN RELATION TO THE PROPOSED SITING OF A CARAVAN WITHIN THE CURTILAGE OF HALFWAY HOUSE, MYNYTHO, PWLLHELI, GWYNEDD, LL53 7RF",Refused,Llanengan,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31838
"Dymchwel annedd ar wahân bresennol ac adeiladu annedd newydd

Demolition of existing detached dwelling and construction of new dwelling",Approved with Conditions,Abersoch,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31831
"Newid defnydd o ddosbarth defnydd C1 presennol (gwely a brecwast) i ddefnydd dosbarth C3 (tŷ preswyl)

Change of use from a current C1 class use (bed and breakfast) to a C3 class ( residential property) ",Approved with Conditions,Abersoch,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31836
Cais ar gyfer dymchwel modrudy bresennol ynghyd a chodi estyniad deulawr ar ochr yr eiddo / Application for the demolition of existing garage and erection of a two-storey extension to the side of the property.,Approved with Conditions,Menai (Caernarfon),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31830
"Cais ar gyfer newid amod 2 o ganiatâd cynllunio C21/0176/39/AC er mwyn diwygio dyluniad a gosodiad yr adeilad 
Application to vary condition 2 of planning permisison C21/0176/39/AC in order to amend the design and siting of the property ",Approved with Conditions,Abersoch,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31829
Codi ty deulawr/ Two Storey Dwelling,Withdrawn,Tywyn,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31833
"Cais ar gyfer dymchwel estyniadau bychan ar gefn yr adeilad er mwyn gallu codi estyniad  unllawr to fflat ar gefn yr adeilad ynghyd a darparu balconi uwchben a gosod cynhwysydd ar y safle gyda balconi uwchben ac i'w ochr ar gyfer gofod eistedd ychwanegol a darparu llecynnau parcio ychwanegol / Application for the demolition of existing small extensions on rear of property, to make way for new single story flat roof extension on rear of existing building together with balcony to be positioned above and the siting of container with balcony erected above and to side to create additional outdoor seating area and the provision of new car park spaces.",,Penrhyndeudraeth,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31834
I dynnu organ William Hill & Sons 1906 i'w hadleoli yn unol â Chyfamod yr Eglwys/To remove the 1906 William Hill & Sons organ for relocation in accordance with the Covenant of the Church,Approved with Conditions,Hendre (Bangor),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31832
Dymchwel yr estyniad cefn presennol a chodi estyniad un llawr yn ei le/Demolish existing single storey rear extension and erect a single storey extension in its place.,Approved with Conditions,Pentir,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31824
"Trosi ac ymestyn cyn adeilad eglwys i ffurfio annedd dŷ gyda anecs cysylltiedig
Conversion and extension of former church building to form a dwellinghouse with attached annex.",Approved with Conditions,Criccieth,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31828
Ymestyn / addasu adeilad cwrtil/Extend and adapt a curtilage building.,Approved with Conditions,Tregarth & Mynydd Llandygai,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31823
Adeiladu porth newydd ar blaen y tŷ a dymchwel yr hen garej gan ffurfio garej newydd i gefn y tŷ/ New Porch to front of house and replacement of old garage to form a new garage to rear.  ,Approved with Conditions,Menai (Caernarfon),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31825
Cais ar gyfer newid defnydd rhan o uned A1 i A3 er mwyn creu dau uned ar wahan / Application for the change of use of part of A1 unit to A3 in order to create two seperate units. ,Approved with Conditions,Menai (Caernarfon),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31826
"Adeiladu tŷ newydd 
Construct a new dwelling ",,Clynnog,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31827
Cais ar gyfer dymchwel porth blaen a chodi estyniad to un-codiad yn ei le / Application for the demolition of front porch and erection of a single storey lean-to extension in its place,Approved with Conditions,Gerlan,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31822
Throsiad garej ac estyniad unlawr ar cefn  y tŷ/Single storey extension to rear and garage conversion,Approved with Conditions,Clynnog,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31821
"Diwygio cais rhif C17/1172/19/LL o lety gwyliau yn unig i ddefnydd cymysg llety gwyliau a darpariaeth ar gyfer priodasau (ni fydd unrhyw newid i'r cynlluniau a ganiatawyd yn flaenorol).
Amend applciation ref. C17/1172/19/LL from holiday accommodation only to a mixed use development incorporating both holiday accommodation and facilities for weddings (there will be no amendments to the previously approved plans).",Approved (Without Conditions),Bontnewydd,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31820
Cais i ddiwygio amod 2 o ganiatâd cynllunio rhif C09M/0004/00/LL er mwyn addasu dyluniad y tŷ / Application to vary condition 2 of planning permission C09M/0004/00/LL to revise the design of the house ,Approved with Conditions,Abermaw,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31819
"Cais o dan Adran 73 i amrywio amod 6 ar ganiatâd cynllunio C18/1126/17/LL i  cynyddu'r nifer o symudiadau loriau 'HGV' o 5 llwyth y diwrnod i 9 llwyth y diwrnod ar Ddydd Llun i Dydd Gwener, gyda dim symudiadau HGV ar y Sadwrn. / Application under Section 73 to vary condition 6 on planning permission C18/1126/17/LL to increase the number of HGV lorry loads from 5 loads a day to 9 loads a day, Monday to Friday with no HGV movements on a Saturday",,Talysarn,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31817
Estyniad un llawr yn nhu blaen y tŷ/Single storey extension at front of dwelling. ,Approved with Conditions,Y Felinheli,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31816
Gosod pont/grid gwartheg/Siting of bridge/cattle grid. ,Prior Determination Not Required,Cwm y Glo,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31814
Cais ar gyfer codi estyniad unllawr i ochr yr eiddo / Application to erect a single storey side extension to dwelling,Approved with Conditions,Glyder (Bangor),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31815
"Newid defnydd o ganolfan gymunedol i ganolfan fentergarwch i gynnwys  swyddfeydd, gweithdai, gofodau cyfarfod a 7 byncws a darpariaethau cysylltiedig.
Change of use from community centre to enterprise centre to include offices, workshops, meeting spaces and 7 bunkhouse and associated provisions.",Approved with Conditions,Ogwen,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31812
Cais ar gyfer codi estyniad blaen unllawr ar yr eiddo / Applciation for the erection of a single storey extension on the front of the property,Approved with Conditions,Talysarn,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31810
Defnyddio annedd amaethyddol fel uned breswyl heb gydymffurfio a'r amod deiliadaeth amaethyddol / Use of agricultural dwelling as a residential unit without complying with agricultural occupancy condition.,,Llandderfel,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31811
Cais ar gyfer codi estyniad un llawr i gefn yr eiddo / Application for the erection of a single-storey rear extension,Approved with Conditions,Menai (Bangor),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31813
Gwaith dymchwel ac ymestyn gyda addasiadau i dy annedd ac adeiladau cwrtil / Demolition works and enlargement and alterations to dwelling house and curtilage buildings. ,Approved with Conditions,Llandderfel,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31809
Gwaith adfer sawl adeilad ar y safle gyda gwelliannau mewnol ac allanol / Restorations works to several buildings on the site with internal and external improvements.   ,Approved with Conditions,Penrhyndeudraeth,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31807
"Estyniad Lolfa Haul
Sun Lounge Extension",Approved with Conditions,Llanllyfni,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31805
"Estyniad
Extension",Approved with Conditions,Llanystumdwy,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31804
"Dymchwel beudy presennol ger y tŷ a chodi sied amaethyddol newydd yn y cae i gadw peiriannau ac anifeiliaid  
Demolish existing barn adjacent to the dwelling and construct a new agricultural shed in the field for machinery and livestock.",Approved with Conditions,Clynnog,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31808
"Estyniad ac addasiadau

Extension and alterations",Approved with Conditions,Pwllheli (North),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31803
"Cais am dystysgrif cyfreithloni ar gyfer cadw lolfa haul presennol yng nghefn y tŷ.
Application for a certificate of lawful use regarding the retention of the existing conservatory at the rear of the dwelling.",Approved (TC only),Gerlan,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31799
"Estyniad unllawr cefn ac addasiadau i adeilad allanol 
Single storey rear extension and alterations to outbuilding",Approved with Conditions,Abererch,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31796
Cais i newid defnydd siop/swydfa bost i eiddo preswyl / Application for the change of use of shop/post office to residential dwelling,Approved with Conditions,Bethel,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31798
"Adnewyddu Caniatâd Cynllunio cyf: - C16/0490/38/AM ar gyfer codi un tŷ annedd.
Renewal of Planning Permission ref:- C16/0490/38/AM for the erection of one dwellinghouse.",,Llanbedrog,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31802
Estyniad ochr i dy annedd / Side extension to dwelling house. ,Approved with Conditions,Tywyn,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31800
Newid defnydd swyddfa i ddefnydd salon harddwch a gwinedd / Change of use of office into beauty salon and nails,Approved with Conditions,Tywyn,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31801
"Estyniad unllawr rhwng dau uned wyliau bresennol
Single storey extension between two existing holiday units.",Approved with Conditions,Llanwnda,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31797
Cais ar gyfer dymchwel estyniad ochr unllawr a chodi estyniad unllawr yn ei le / Application to demolish single storey side extension and erection of single storey extension in its place,Approved with Conditions,Ogwen,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31792
Gosod balconi ar llawr cyntaf blaen adeilad / Erect balcony on first floor on front of building,Approved with Conditions,Porthmadog (West),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31793
Estyniad deulawr ar ochr ty annedd am ymestyn porth ar y blaen / Erection of 2 storey side extension and enlarge front porch,Approved with Conditions,Tywyn,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31791
"Newid defnydd gwesty (C1) i dŷ preswyl (C3)  
Proposed change of use from C1 (hotel) to C3 single residential unit",Refused,Abersoch,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31788
Dymchwel modurdy  / warws unllawr a chodi ty annedd deulawr / Demolish existing single story garage / warehouse and erect two storey dwelling house.,Refused,Porthmadog (East),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31794
"Cais i ryddhau amodau 3 (math o lechi),  4 (gorffeniad allanol),  6 (cynllun draenio),  7 (man troi cerbydol,) ac 8 (trefniant parcio) o ganiatâd cynllunio C16/0360/41/LL ar gyfer tŷ fforddiadwy newydd.
Application to discharge conditions 3 (slate type), 4 (external finish), 6 (drainage scheme), 7 (vehicular turning area,) and 8 (parking arrangement) of planning permission C16/ 0360/41/ LL for a new affordable dwelling.",Condition(s) Fully Discharged,Llanystumdwy,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31790
"Adeiladu tŷ deulawr gromen a modurdy
Erection of two storey dormer  dwelling and garage",,Groeslon,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31789
Cais ar gyfer rhyddhau amodau 3 (Llechi) a 4 (gorffeniad allanol) o ganiatad cynllunio cyfeirnod C21/0007/23/DT / Application to discharge conditions 3 (slates) and 4 (external finish) of planning permission reference C21/0007/23/DT,Condition(s) Fully Discharged,Cwm y Glo,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31787
"Cais i rhyddhau amodau 2,3,4,5 ac 6 sy'n ymwneud ac archeoleg, tirweddu a gorffeniad allanol ar ganiatad cynllunio C20/1083/24/LL ar gyfer dymchwel ac ail-godi eiddo / Application to discharge conditions 2,3,4,5 and 6 in relation to archeology, landscaping and external finish of planning permission C20/1083/24/LL for the demolition and rebuild of dwelling",Condition(s) Fully Discharged,Llanwnda,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31784
"Dymchwel sied fferm bresennol a chodi sied amaethyddol newydd yn ei lle i gadw peiriannau a phorthiant.
Demolish existing farm shed and erect new replacement agricultural shed to store machinery and feed ",Approved with Conditions,Efailnewydd / Buan,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31786
"Sefydlu safle gwersylla amgen tymhorol, tirlunio a gwaith cysylltiedig fel rhan o gynllun arallgyfeirio ar y fferm. (Ailgyflwyniad o gais C20/0935/32/LL)

Establishment of seasonal alternative camp site, landscaping and related works as part of farm diversification scheme. (Resubmission of application C20/0935/32/LL)",Refused,Botwnnog,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31785
Cais ar gyfer mewnosod 3 uned aerdymheru / Application for the installation of 3 air conditioning units,Approved with Conditions,Pentir,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31777
Estyniad unllawr ar gefn ty annedd / Single storey extension to rear of dwelling house,Approved with Conditions,Bowydd & Rhiw,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31778
"Rhyddhau amodau 3 (llechi), 4 (waliau allanol), 6 (dulliau amgau), 7 (lefelau), 8 (balconi) a 9 (gwaredu dwr) ar ganiatad rhif C20/0599/44/LL / Discharge conditions 3 (slates), 4 (external walls), 6 (means of enclosure),  7(levels), 8 (balcony) and 9 (surface water) on consent number C20/0599/44/LL",Condition(s) Partially Discharged,Porthmadog (West),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31783
Cais ar gyfer gwaith i goed wedi eu gwarchod o dan Gorchymun Gwarchod Coed / Application for works to trees protected by a Tree Preservation Order,Approved with Conditions,Llanbedrog,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31779
Cais ar gyfer gwneud diwygiad ansylweddol i ganiatad cynllunio cyfeirnod C20/0974/20/DT er mwyn newid dyluniad to'r estyniad ochr ynghyd ac ymestyn to un-codiad y porth blaen uwchben y modurdy / Application for a non-material amendment to planning permission reference C20/0974/20/DT to change roof design of side extension and extend the lean-to roof of the front porch over the garage,Approved with Conditions,Y Felinheli,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31782
"Cais ar gyfer codi estyniad cefn i'r ddau uned breswyl hunan gynhaliol, ynghyd a newid llawr daear yr adeilad i gaffi hufen ia, creu ardal eistedd tu allan yng nghefn yr adeilad  ac addasiadau i flaen yr adeilad/ Application to erect a rear extension to two self contained residential units together with change of use of ground floor to ice cream parlour, creation of outdoor seating area at rear of building and alterations to front of the building",Approved with Conditions,Deiniol (Bangor),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31776
Cais ol-weithredol i gadw system rheoli parcio camerau / Retrospective application to retain camera parking management system,Approved with Conditions,,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31781
Gosod camerau ANPR a gosod pyst a arwyddion / Installation of ANPR cameras and installation of posts and erection of signage.,Approved with Conditions,Dewi (Bangor),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31780
"Codi sied amaethyddol ar gyfer lloches i da byw, cadw porthiant a pheiriannau  ynghyd a gweithdy cysylltiedig.
Erection of an agricultural shed for use  to shelter livestock, storing fodder and machinery together with an ancillary workshop.",Approved with Conditions,Pentir,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31774
Cais ar gyfer codi adeilad cynhyrchu wyau maes gan gynnwys ystafell bacio (ail-gyflwyniad) / Application to erect a free-range egg production unit with packing room (re-submission),,Llandderfel,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31773
Diwygiad ansylweddol i ganiatâd rhif C20/0806/15/DT er mwyn ychwanegu ffenestr newydd i'r ystafell fwyta ynghyd a chodi nenfwd yr estyniad/Non-material amendment to planning permission ref. C20/0806/15/DT so as to add 1 new dining room window and raise ceiling height of extension.,Approved with Conditions,Llanberis,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31775
"Newid amod rhif 2 (diwygiadau i'r cynllun, edrychiadau'r tai a'r system ddraenio) ynghyd a newid amod 27 (defnyddio ffensio math heras yn hytrach na ffensio atal dyfrgwn) o ganiatâd rhif C19/0950/21/LL.
Amend condition no. 2 (amendments to the layout,  appearance of the dwellings  and drainage scheme) togethr with amending condition 27 (use heras type fencing in lieu of otter proof fencing) of planning permission C19/0950/21/LL.  ",,Arllechwedd,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31770
Cais ar gyfer gosod arwydd ar yr adeilad presennol / Application for the erection of a sign on the existing building,Approved with Conditions,Seiont (Caernarfon),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31767
